,IDADE,TIPO_CARTAO,FAIXA_HORARIA_FRQ_PRIMEIRA,FAIXA_HORARIA_FRQ_ULTIMA,HORAS_TRABALHADAS_DIARIAMENTE,DIST_CASA_PARADA,RENDA_MEDIA_ZONA,MEDIA_MORADORES_FAMILIA,MEDIA_AUTOMOVEIS_FAMILIA,MEDIA_MOTOS_FAMILIA,MEDIA_BICICLETAS_FAMILIA,MEDIA_VIAGENS_FAMILIA,VIAGENS_MOTIVO_OUTROS,VIAGENS_MOTIVO_TRABALHO,VIAGENS_MOTIVO_RESIDENCIA,VIAGENS_MOTIVO_ESTUDO,FREQ_MEDIA_DIARIA,FREQ_MEDIA_DIARIA_MAIOR_2
78,adulto,11.0,madrugada,madrugada,7.51258581235698,1456.45956053874,4166.64406779661,2.531772575250836,1.133779264214047,0.07023411371237458,0.2675585284280936,4.157190635451505,0.1938857602574417,0.1954947707160097,0.4818986323411102,0.1287208366854385,0.5,0
79,adulto,11.0,madrugada,madrugada,7.51258581235698,502.7173781552,4166.64406779661,2.531772575250836,1.133779264214047,0.07023411371237458,0.2675585284280936,4.157190635451505,0.1938857602574417,0.1954947707160097,0.4818986323411102,0.1287208366854385,0.2,0
80,adulto,11.0,madrugada,madrugada,7.261194029850746,207.709826155198,1232.837837837838,2.733333333333333,0.4333333333333333,0.1888888888888889,0.3555555555555556,3.933333333333333,0.1553672316384181,0.1779661016949153,0.4830508474576271,0.1836158192090395,0.5333333334,0
81,adulto,11.0,madrugada,madrugada,7.204013377926421,452.6944221709,2301.052264808362,3.040268456375839,1.073825503355705,0.06711409395973154,0.2013422818791946,6.281879194630872,0.1164529914529915,0.219017094017094,0.4754273504273504,0.1891025641025641,0.35,0
82,adulto,11.0,madrugada,madrugada,7.473684210526316,272.347897558249,1847.7,2.115384615384615,0.7307692307692307,0.1923076923076923,0.5769230769230769,4.346153846153846,0.1592920353982301,0.2920353982300885,0.4601769911504425,0.08849557522123894,1.05,0
83,adulto,11.0,madrugada,madrugada,5.579831932773109,934.60049388829,1793.281690140845,2.654545454545455,0.7818181818181819,0.1454545454545454,0.2545454545454545,4.672727272727273,0.1439688715953307,0.2373540856031128,0.4630350194552529,0.1556420233463035,1.15,0
84,adulto,11.0,madrugada,madrugada,7.127659574468085,5983.35205723653,1310.456692913386,2.409090909090909,0.3522727272727273,0.06818181818181818,0.2159090909090909,4.125,0.2066115702479339,0.1955922865013774,0.4848484848484849,0.1129476584022039,0.9333333333999999,0
85,adulto,11.0,madrugada,madrugada,7.044198895027624,549.956249464702,2342.528925619835,2.239130434782609,0.9347826086956522,0.1231884057971015,0.2536231884057971,3.615942028985507,0.1723446893787575,0.2124248496993988,0.4829659318637274,0.1322645290581162,0.7333333334,0
86,adulto,11.0,madrugada,madrugada,6.982758620689655,2607.71343067322,1035.473684210526,2.96969696969697,0.196969696969697,0.2272727272727273,0.3333333333333333,4.757575757575758,0.1082802547770701,0.1592356687898089,0.4936305732484076,0.2388535031847134,0.7833333334,0
87,adulto,11.0,madrugada,madrugada,6.593220338983051,99.654122784442,1112.7,3.0,0.1666666666666667,0.1666666666666667,0.2222222222222222,4.583333333333333,0.1454545454545454,0.2181818181818182,0.496969696969697,0.1393939393939394,0.4833333334,0
88,adulto,11.0,madrugada,madrugada,7.024937655860349,1999.875415861,4621.570680628272,2.437262357414449,0.9315589353612167,0.03041825095057034,0.2509505703422053,4.904942965779468,0.2224806201550387,0.1658914728682171,0.4689922480620155,0.1426356589147287,0.8,0
89,adulto,11.0,madrugada,madrugada,7.278260869565218,195.182058157527,1001.769230769231,3.604166666666667,0.25,0.2708333333333333,0.5,5.166666666666667,0.1008064516129032,0.1854838709677419,0.4798387096774194,0.2338709677419355,0.25,0
