id_municipio,lon,lat,area_km2,n_sinistros,n_vitimas,n_fatal,is_fatal,pib,n_pav,pav,domicilios,populacao,taxa_alfabetizacao,idade_mediana,indice_envelhecimento
2410900,-35.84959074237006,-5.798435736898077,262.88,6.0,13.0,0.0,0.0,345300000.0,0.0,20.722765938057503,2345.0,7375.0,0.79504,31.0,49.5
4202438,-49.909179694336586,-27.763108810433987,510.673,15.0,58.0,4.0,1.0,131812000.0,0.0,46.6331659047452,1324.0,3512.0,0.91983,37.0,72.88
4316204,-52.89309513513303,-27.832478741531816,252.454,0.0,0.0,0.0,0.0,233572000.0,0.0,0.0,1755.0,4980.0,0.96056,47.0,152.69
3118205,-47.6238818117333,-19.88353890209526,618.363,0.0,0.0,0.0,0.0,534105000.0,0.0,0.0,2573.0,6662.0,0.92701,37.0,76.19
3110806,-41.73438976733102,-18.283951786171315,442.398,11.0,42.0,5.0,1.0,52825000.0,0.0,24.4020839215583,1086.0,2922.0,0.83458,39.0,87.48
5219357,-49.3889325016877,-15.251325356183782,812.756,0.0,0.0,0.0,0.0,157238000.0,0.0,0.0,1397.0,3530.0,0.87886,43.0,99.32
4210605,-48.98818242430585,-26.62690353974985,374.452,0.0,0.0,0.0,0.0,870023000.0,0.0,0.0,6204.0,17147.0,0.97293,37.0,67.69
5210802,-51.319966449457205,-19.10133295406228,2082.737,0.0,0.0,0.0,0.0,139352000.0,0.0,0.0,1749.0,4366.0,0.90309,38.0,78.58
3543402,-47.82127188090657,-21.21081286404062,650.916,0.0,0.0,0.0,0.0,47434521000.0,0.0,0.0,265935.0,694328.0,0.9795,36.0,72.23
4120408,-52.14916079361333,-23.26342304320107,155.631,12.0,29.0,4.0,1.0,184906000.0,0.0,8.746142521232512,1554.0,4325.0,0.94764,37.0,61.64
4104055,-53.01381961492466,-24.93112008457706,434.124,2.0,4.0,0.0,0.0,207893000.0,0.0,2.8461761852355383,1463.0,4024.0,0.88373,37.0,65.85
2905909,-43.15883748341808,-9.561686218381782,2914.573,0.0,0.0,0.0,0.0,336862000.0,49.929054068202994,0.0,10093.0,30624.0,0.79355,32.0,45.55
3167509,-43.29298403092299,-21.96422901646476,135.689,22.0,42.0,0.0,0.0,107886000.0,0.0,14.13364969923244,1073.0,2947.0,0.94353,41.0,101.92
2206001,-43.89453515155508,-7.076309301775288,677.416,0.0,0.0,0.0,0.0,59888000.0,0.0,0.0,1545.0,4722.0,0.82693,34.0,56.59
4128708,-52.8073591419678,-26.28125595239021,308.08,0.0,0.0,0.0,0.0,520196000.0,0.0,0.0401938583505435,3485.0,9702.0,0.95584,33.0,45.08
3518859,-47.98001215161061,-21.45336695406204,413.653,0.0,0.0,0.0,0.0,227822000.0,0.0,0.0,2533.0,7275.0,0.93329,36.0,65.8
2500304,-35.602831851687064,-7.059066868351761,322.071,0.0,0.0,0.0,0.0,320351000.0,0.0,0.0,8782.0,26006.0,0.72553,34.0,58.51
2402709,-36.32714758760501,-5.9893295164762135,393.573,0.0,0.0,0.0,0.0,171108000.0,0.0,0.0,3684.0,10983.0,0.78666,35.0,61.35
2508604,-34.91223959574495,-6.918884962473809,93.8,0.0,0.0,0.0,0.0,249896000.0,0.0,0.0,3928.0,12551.0,0.82595,31.0,35.27
2100402,-45.50281026235379,-4.16702258857281,524.374,0.0,0.0,0.0,0.0,79336000.0,0.0,0.0,1950.0,6446.0,0.75298,31.0,40.44
2709152,-36.37148907707797,-9.964724094205648,299.237,23.0,58.0,4.0,1.0,807897000.0,0.0,14.5685506883643,12346.0,37986.0,0.78409,30.0,34.9
4308003,-53.46287996900539,-29.55793571389832,169.514,0.0,0.0,0.0,0.0,252775000.0,0.0,0.0,2581.0,6698.0,0.96639,41.0,125.29
5103700,-54.183281695423055,-11.932790501773288,11661.514,0.0,0.0,0.0,0.0,1209071000.0,0.0,0.0,3350.0,10455.0,0.93559,27.0,17.39
3102605,-46.554759599909055,-22.075757742572534,469.396,0.0,0.0,0.0,0.0,1339764000.0,0.0,0.0,15157.0,40293.0,0.93765,38.0,79.31
4202404,-49.097303192352335,-26.885625049544903,518.635,188.0,446.0,6.0,1.0,22791289000.0,0.0,27.575519970530888,137282.0,358552.0,0.98608,35.0,59.9
2312809,-40.46104326805919,-3.2700658970277083,424.642,0.0,0.0,0.0,0.0,71512000.0,0.0,0.0,2426.0,7253.0,0.74964,31.0,44.8
5202601,-50.52530392534994,-16.695252240816025,565.514,0.0,0.0,0.0,0.0,88517000.0,0.0,0.0,1363.0,3266.0,0.89099,45.0,132.1
3518206,-50.695116309528736,-21.285070571128816,955.637,0.0,0.0,0.0,0.0,1475720000.0,0.0,0.0,11649.0,30985.0,0.95219,39.0,83.43
4112207,-52.81146504553548,-24.12849652683695,337.91,3.0,6.0,0.0,0.0,209419000.0,0.0,15.146495359676898,2314.0,5856.0,0.8724,41.0,100.82
3159308,-44.091826685819,-22.10151872925526,420.94,0.0,0.0,0.0,0.0,80380000.0,0.0,0.0,1905.0,4738.0,0.91541,42.0,109.47
4218103,-49.86844740282283,-28.807380962178303,328.507,2.0,5.0,0.0,0.0,156049000.0,21.813916529094318,0.0,1998.0,5379.0,0.94135,38.0,79.38
4120507,-51.07334488052522,-22.861228093172592,410.378,0.0,0.0,0.0,0.0,460931000.0,0.0,0.0,3806.0,10062.0,0.93038,41.0,109.37
5006903,-57.38334281051097,-21.224799678436742,17502.994,5.0,8.0,0.0,0.0,452838000.0,0.0,78.09820447821016,4043.0,12780.0,0.90987,29.0,29.43
2516755,-36.62647647360818,-6.961244639900366,87.452,4.0,5.0,1.0,1.0,36699000.0,0.0,1.4281690077872358,1076.0,2964.0,0.78886,33.0,48.15
2500403,-35.76690905658653,-7.0616437813878985,128.23,1.0,2.0,0.0,0.0,377885000.0,0.0,1.4537013193945094,6993.0,20972.0,0.78214,32.0,46.59
1507706,-49.680293370890816,-1.4341614754234364,1632.243,0.0,0.0,0.0,0.0,264514000.0,0.0,0.0,6560.0,25539.0,0.90484,25.0,19.26
5103809,-58.70258756719581,-15.527353673162285,891.448,0.0,0.0,0.0,0.0,90431000.0,0.0,3.285116164268086,1211.0,3174.0,0.91005,38.0,65.11
2922052,-41.523949680457015,-11.977779662600742,646.621,0.0,0.0,0.0,0.0,254975000.0,0.0,0.0,4502.0,13149.0,0.84101,30.0,35.4
2410207,-38.01498154882187,-6.0328728413417405,110.054,0.0,0.0,0.0,0.0,91230000.0,0.0,0.0,2689.0,7600.0,0.81026,37.0,74.61
3142809,-48.88680606758017,-18.84451192458271,2595.957,88.0,206.0,7.0,1.0,830859000.0,0.0,106.5144867417076,7826.0,20079.0,0.91769,38.0,76.39
1716109,-48.82726640926311,-10.218217079399068,1292.267,43.0,145.0,3.0,1.0,2046929000.0,0.0,32.32124145138646,18289.0,52134.0,0.94896,32.0,37.11
2807501,-37.87517307645288,-11.369925852296706,304.837,0.0,0.0,0.0,0.0,157899000.0,0.0,0.0,4364.0,11976.0,0.74028,33.0,43.47
2304608,-39.45111000198849,-4.063917546106908,230.371,0.0,0.0,0.0,0.0,89926000.0,0.0,0.0,2193.0,6701.0,0.75281,31.0,47.53
3510005,-50.421639621395165,-22.80866062615957,595.811,0.0,0.0,0.0,0.0,2074288000.0,0.0,0.0,10895.0,29386.0,0.95314,38.0,80.6
3502606,-50.92197859095159,-20.478797595566512,179.004,0.0,0.0,0.0,0.0,168206000.0,0.0,0.0,1616.0,4064.0,0.91787,44.0,125.16
2516607,-37.89210125221069,-7.59983709172391,239.507,0.0,0.0,0.0,0.0,154106000.0,0.0,0.0,4796.0,14097.0,0.75942,33.0,56.05
2913903,-39.72650861587891,-14.05486041118328,280.454,5.0,11.0,1.0,1.0,640795000.0,0.0,22.94450324590649,14843.0,40553.0,0.85198,36.0,63.56
3110103,-41.90841585739606,-20.72530531392781,106.465,0.0,0.0,0.0,0.0,110448000.0,0.0,0.0,1982.0,5300.0,0.91364,35.0,58.73
4209904,-49.507315788126725,-27.189415860832103,197.586,38.0,117.0,4.0,1.0,528412000.0,0.0,8.200805010870994,4659.0,12851.0,0.96423,34.0,50.33
4307831,-54.244901758710014,-28.565526081846453,417.821,0.0,0.0,0.0,0.0,244029000.0,0.0,0.0,1112.0,2608.0,0.95576,45.0,142.53
4128658,-52.236908852944055,-25.406591269559428,248.583,12.0,40.0,3.0,1.0,203542000.0,0.0,13.49183557078732,1404.0,3809.0,0.93154,37.0,65.04
4112306,-50.16290573467581,-23.732879911048517,189.291,6.0,20.0,2.0,1.0,180935000.0,0.0,10.055840087351893,1833.0,4970.0,0.91068,38.0,72.21
2930204,-41.64839535387364,-10.107673084439208,11980.158,0.0,0.0,0.0,0.0,1493924000.0,20.19325838807643,0.0,11702.0,37966.0,0.81932,30.0,35.66
2508554,-35.427252030061496,-6.554371960983923,42.876,0.0,0.0,0.0,0.0,54880000.0,0.0,0.0,1537.0,4795.0,0.77237,33.0,44.89
4316006,-50.54998331632803,-29.629035159793197,296.09,0.0,0.0,0.0,0.0,822059000.0,0.0,0.0,8233.0,21219.0,0.95947,37.0,73.47
3134608,-43.71811183888795,-19.4407497281513,1114.972,0.0,0.0,0.0,0.0,331472000.0,0.0,0.0,7730.0,20289.0,0.92899,40.0,90.8
2108900,-44.91170152591839,-4.786845217304019,990.66,0.0,0.0,0.0,0.0,181008000.0,0.0,0.0,5705.0,17157.0,0.74658,35.0,54.44
2701308,-36.157814558024455,-9.39036099296017,107.168,0.0,0.0,0.0,0.0,207397000.0,0.0,0.0,4961.0,16020.0,0.72562,30.0,33.56
1400605,-60.15182517612071,0.8844258141493896,1526.9,1.0,1.0,0.0,0.0,192540000.0,0.0,33.30883511865406,2260.0,7127.0,0.9,29.0,26.09
4128005,-53.021556785671386,-24.504893105427016,653.097,22.0,69.0,5.0,1.0,1740504000.0,0.0,31.132413901117577,9227.0,24690.0,0.93499,37.0,66.7
2205805,-42.36351467969939,-3.60469535064657,699.182,0.0,0.0,0.0,0.0,272272000.0,0.0,0.0,7890.0,25368.0,0.74289,33.0,50.81
2402006,-37.03793836420142,-6.467488494408308,1228.583,19.0,29.0,1.0,1.0,1598739000.0,0.0,41.17448057540271,22067.0,60614.0,0.88923,37.0,71.3
4307815,-53.178269273747695,-29.224000008105712,281.613,0.0,0.0,0.0,0.0,135369000.0,0.0,0.0,1161.0,3070.0,0.95422,40.0,85.45
2807600,-37.66244133359001,-11.39993352673167,117.514,13.0,37.0,1.0,1.0,492746000.0,0.0,11.010805111653578,8285.0,23906.0,0.81866,30.0,34.25
2304707,-41.00153901696331,-3.2305102456645685,2663.178,0.0,0.0,0.0,0.0,514903000.0,0.0,0.0,17092.0,53314.0,0.71014,30.0,43.14
2410306,-35.72195502316115,-6.107770546304977,230.036,5.0,14.0,2.0,1.0,137082000.0,0.0,9.852794390124394,3209.0,10108.0,0.76168,30.0,44.07
3101904,-46.37614783806165,-20.859498623478128,460.685,0.0,0.0,0.0,0.0,625971000.0,20.33495544924136,0.0,6594.0,18257.0,0.94429,37.0,74.02
4201703,-49.39596930114814,-26.973636325149467,112.884,27.0,71.0,1.0,1.0,275531000.0,0.0,5.053279089455834,3019.0,8316.0,0.95991,36.0,70.4
4307807,-51.91986352815549,-29.50880335608326,185.032,50.0,100.0,2.0,1.0,2197232000.0,0.0,11.545551713092314,12417.0,32077.0,0.97987,38.0,80.19
3143153,-41.2662808155097,-16.87734630258824,385.553,0.0,0.0,0.0,0.0,45537000.0,0.0,0.0,1454.0,4381.0,0.79844,32.0,59.91
2905701,-38.20626938833725,-12.665960086668129,785.421,0.0,0.0,0.0,0.0,30465889000.0,0.0,0.0,109948.0,299874.0,0.94595,34.0,32.04
2508406,-38.180047534181575,-6.552572694339071,107.416,0.0,0.0,0.0,0.0,34151000.0,0.0,0.0,973.0,3150.0,0.72734,36.0,72.44
4104105,-49.65630435194593,-25.977842484265025,303.956,10.0,22.0,0.0,0.0,313847000.0,0.0,16.39116779661324,2460.0,7499.0,0.94399,31.0,38.94
2100709,-44.599222598155954,-3.25562581198346,940.489,0.0,0.0,0.0,0.0,236142000.0,0.0,0.0,8159.0,25312.0,0.78023,32.0,44.48
3110202,-42.76414979528119,-20.785309383210663,83.038,0.0,0.0,0.0,0.0,116040000.0,0.0,0.0,1432.0,4087.0,0.91101,38.0,82.98
2922003,-39.86702180989446,-18.059345348779512,1787.422,32.0,74.0,2.0,1.0,2968296000.0,0.0,35.90540337399782,13376.0,37876.0,0.87212,32.0,35.7
4119806,-53.70801077010393,-25.73647501095069,347.974,15.0,44.0,0.0,0.0,407895000.0,0.0,14.028275773279915,5311.0,14329.0,0.94489,39.0,85.26
5219258,-51.17153101577717,-15.667373044501208,1164.186,1.0,3.0,0.0,0.0,336798000.0,0.0,2.639014496456565,1859.0,4936.0,0.91553,35.0,51.76
3534609,-50.87385570129779,-21.732694391175567,248.038,0.0,0.0,0.0,0.0,1231458000.0,0.0,0.0,11761.0,30025.0,0.96302,40.0,107.3
2402105,-36.20889076263386,-6.237701393353768,213.727,2.0,4.0,0.0,0.0,120903000.0,0.0,22.022346372220987,3467.0,10207.0,0.82429,35.0,65.45
2615706,-38.06662463366611,-7.84984575032117,191.518,0.0,0.0,0.0,0.0,177203000.0,0.0,0.0,5276.0,14669.0,0.87208,36.0,75.14
2500205,-38.21376008365486,-7.074073628163995,351.607,0.0,0.0,0.0,0.0,61115000.0,0.0,0.0,1836.0,5003.0,0.69498,37.0,76.94
3305703,-42.66418530705761,-22.107044000125757,413.407,0.0,0.0,0.0,0.0,675215000.0,0.0,0.0,5889.0,15195.0,0.88254,36.0,56.81
5211206,-49.949725162194575,-15.548016989514617,1281.404,0.0,0.0,0.0,0.0,670131000.0,0.0,0.0,10514.0,25933.0,0.90752,40.0,88.19
1507755,-49.56976026555182,-6.838877515244622,1298.195,0.0,0.0,0.0,0.0,160507000.0,0.0,38.25237550211277,1776.0,5812.0,0.86607,27.0,21.64
4127965,-51.481399851602106,-25.01293976647241,936.038,0.0,0.0,0.0,0.0,633524000.0,0.0,0.0,5015.0,14225.0,0.91873,33.0,49.54
3167400,-45.80557117732783,-22.03689255002764,312.166,0.0,0.0,0.0,0.0,158829000.0,0.0,0.0,2438.0,6135.0,0.89219,41.0,112.56
3102001,-46.15360371041055,-21.225224349231592,362.01,0.0,0.0,0.0,0.0,326887000.0,0.0,0.0,5280.0,13854.0,0.9381,38.0,84.58
4307906,-51.36594323377827,-29.20983776908321,361.338,0.0,0.0,0.0,0.0,4580129000.0,0.0,0.0,27002.0,70148.0,0.98092,37.0,70.86
3502408,-51.4277588458794,-22.36199118040671,320.84,0.0,0.0,0.0,0.0,100740000.0,0.0,0.0,1481.0,4001.0,0.9436,38.0,75.5
4127957,-53.50916259018101,-24.645870681669237,299.093,0.0,0.0,0.0,0.0,441147000.0,0.0,0.0,3045.0,8076.0,0.92553,40.0,94.42
4111605,-52.17736620818514,-23.599289490193783,96.427,0.0,0.0,0.0,0.0,123021000.0,0.0,0.0,1066.0,2690.0,0.94432,40.0,106.29
3526407,-47.865682188112736,-23.01215282189812,384.274,0.0,0.0,0.0,0.0,1522678000.0,0.0,0.0,9287.0,26188.0,0.96597,37.0,75.16
2410256,-36.84150777102889,-5.088332981187853,361.237,0.0,0.0,0.0,0.0,172748000.0,0.0,0.0,1737.0,5214.0,0.76099,32.0,39.53
5104104,-54.621077734787065,-9.776302967732091,4725.273,33.0,75.0,11.0,1.0,1082920000.0,0.0,68.14960563668335,10908.0,30993.0,0.94027,32.0,36.87
1707207,-49.06698106919304,-9.27092381373341,3747.645,0.0,0.0,0.0,0.0,199599000.0,0.0,0.0,2290.0,6327.0,0.87016,37.0,60.86
2304657,-40.7739942719676,-4.0457024689517,258.943,0.0,0.0,0.0,0.0,136808000.0,0.0,0.0,4832.0,13801.0,0.73554,34.0,56.68
3159209,-46.27133680452889,-22.02368580756613,503.011,3.0,7.0,2.0,1.0,239955000.0,0.0,17.017385650882098,3356.0,8418.0,0.94341,42.0,120.03
1715507,-48.87579837333072,-10.674484033171568,209.292,2.0,3.0,0.0,0.0,34139000.0,0.0,8.272201005288668,398.0,1164.0,0.88668,32.0,36.69
2607505,-37.291721313088594,-8.986815430018652,1034.044,0.0,0.0,0.0,0.0,341185000.0,0.0,14.086394405654303,10727.0,32603.0,0.70338,32.0,43.71
3126752,-41.96790956363111,-17.993314348635018,717.087,0.0,0.0,0.0,0.0,92469000.0,0.0,0.0,1811.0,5034.0,0.789,37.0,78.35
1400407,-60.0655043528889,3.878855146038334,6959.982,3.0,5.0,2.0,1.0,270720000.0,162.42510945578465,7.715484850783537,2719.0,13893.0,0.91823,17.0,8.23
2930006,-43.12674222650929,-14.573331970465093,1982.037,0.0,0.0,0.0,0.0,111669000.0,0.0,0.0,3183.0,9353.0,0.784,36.0,62.51
2313203,-40.33574982695551,-4.919582751453349,2011.781,0.0,0.0,0.0,0.0,316962000.0,0.0,0.0,8624.0,24798.0,0.74911,35.0,69.68
2410108,-35.69436413626932,-5.571510501528471,230.401,5.0,8.0,2.0,1.0,143411000.0,0.0,10.216765112422658,3841.0,12354.0,0.76942,32.0,48.1
5219209,-48.59366491362176,-17.359838648477773,1109.007,0.0,0.0,0.0,0.0,320517000.0,0.0,0.0,1241.0,2999.0,0.89684,44.0,86.83
3502507,-45.23722020915914,-22.914188941306,120.89,56.0,131.0,3.0,1.0,1145413000.0,0.0,14.414213951988298,11364.0,32345.0,0.97033,38.0,76.81
4103404,-51.71126877922392,-22.81246992880674,184.255,0.0,0.0,0.0,0.0,93813000.0,0.0,0.0,1008.0,2627.0,0.89027,39.0,71.62
2807402,-38.00319726963146,-11.04228570935052,1024.645,0.0,0.0,0.0,0.0,717305000.0,0.0,0.0,18570.0,50267.0,0.7992,33.0,52.91
2701357,-35.541243145409,-8.892826272530543,65.019,0.0,0.0,0.0,0.0,91713000.0,0.0,0.0,2090.0,6661.0,0.76708,30.0,34.68
3151008,-45.58657518094606,-22.362973504875026,124.803,0.0,0.0,0.0,0.0,157971000.0,0.0,24.60708001235205,3217.0,9101.0,0.95582,37.0,66.94
3110004,-43.63686483405562,-19.867725365920712,542.531,26.0,76.0,1.0,1.0,981111000.0,0.0,13.981057380516308,13577.0,38618.0,0.96452,38.0,78.94
2205854,-42.52924326800121,-3.5649590028769413,178.843,0.0,0.0,0.0,0.0,78154000.0,0.0,0.0,2262.0,8031.0,0.74317,30.0,34.95
2921807,-42.32026710124524,-14.972618086938557,528.214,0.0,0.0,0.0,0.0,114248000.0,0.0,0.0,3841.0,11132.0,0.84626,40.0,92.02
4307864,-51.71755088322588,-28.88655709273424,134.476,0.0,0.0,0.0,0.0,176739000.0,0.0,0.0,883.0,2566.0,0.97565,44.0,154.31
3143203,-46.94665152900882,-21.1883801388251,594.632,0.0,0.0,0.0,0.0,627072000.0,0.0,0.0,7973.0,20614.0,0.9205,39.0,93.58
2914307,-40.920855381212704,-13.468679571243026,1708.114,0.0,0.0,0.0,0.0,117392000.0,50.88390160401807,0.0,3684.0,10730.0,0.83234,34.0,63.68
1707306,-49.39138904574875,-11.427252007094564,3420.657,5.0,12.0,2.0,1.0,248721000.0,0.0,11.95647743467384,1626.0,4241.0,0.88685,36.0,63.85
2615003,-36.1304461782616,-7.8694424830031,475.183,26.0,67.0,7.0,1.0,366126000.0,0.0,28.28293666907106,8905.0,24673.0,0.83692,32.0,45.93
2930105,-40.115245771413576,-10.484160981580192,789.36,29.0,61.0,2.0,1.0,1153020000.0,0.0,33.82147995738834,26895.0,74355.0,0.87451,35.0,54.47
2108801,-44.17257636651561,-3.782850281592841,688.761,0.0,0.0,0.0,0.0,156609000.0,0.0,0.0,5240.0,17711.0,0.7646,29.0,32.72
2305001,-40.91535149572037,-4.232748457596478,624.61,0.0,0.0,0.0,0.0,728027000.0,0.0,0.0,13494.0,41972.0,0.78868,32.0,49.45
2401909,-36.02645479167611,-5.766083124219529,261.194,7.0,15.0,1.0,1.0,197692000.0,0.0,17.57263493071526,1050.0,3268.0,0.79172,33.0,54.3
1400506,-59.84499094145867,0.6358056826812228,4284.503,1.0,2.0,0.0,0.0,343559000.0,0.0,26.221940715500477,2603.0,8691.0,0.90375,27.0,20.11
4307203,-52.58087436185233,-27.351362006378118,285.677,0.0,0.0,0.0,0.0,151708000.0,0.0,0.0,1956.0,4930.0,0.91196,41.0,110.76
5211008,-50.77166176845389,-15.70289114732503,2047.873,3.0,4.0,0.0,0.0,274553000.0,0.0,19.22730585070905,3136.0,7979.0,0.87305,40.0,75.32
4217956,-53.15654898733263,-26.676063562672685,56.962,0.0,0.0,0.0,0.0,78720000.0,0.0,0.0,863.0,2328.0,0.95371,37.0,66.03
3101805,-42.01918430077319,-18.983736498847165,166.972,13.0,24.0,1.0,1.0,100345000.0,0.0,9.564100005450502,2755.0,6844.0,0.86916,39.0,87.59
2206209,-42.77354328458601,-4.240522150448822,1392.122,0.0,0.0,0.0,0.0,342934000.0,0.0,0.0,9272.0,32136.0,0.70569,29.0,39.65
1302801,-65.04288921030368,-2.4219468657388656,16805.602,0.0,0.0,0.0,0.0,181102000.0,0.0,0.0,3021.0,15388.0,0.84341,20.0,9.3
4201604,-51.33667045312842,-26.92149435427284,93.53,0.0,0.0,0.0,0.0,137049000.0,0.0,0.0,1391.0,3556.0,0.96264,42.0,117.14
4103370,-53.541678334097085,-24.16607799230146,291.036,0.0,0.0,0.0,0.0,235241000.0,0.0,0.0,1424.0,3705.0,0.89138,37.0,65.92
3551009,-46.48812230314959,-23.95938860169476,147.774,0.0,0.0,0.0,0.0,6746301000.0,0.0,0.0,119683.0,324205.0,0.96765,36.0,63.99
3167707,-42.14586645943841,-19.2182209169527,206.787,0.0,0.0,0.0,0.0,72626000.0,0.0,0.0,2010.0,5137.0,0.85309,41.0,92.14
3135001,-42.7181787517161,-19.637576005577003,163.76,11.0,57.0,0.0,0.0,126244000.0,0.0,14.32573345384135,1118.0,3085.0,0.91448,39.0,81.58
3305752,-42.72545728873696,-22.78218340248639,143.007,54.0,128.0,2.0,1.0,807845000.0,0.0,10.9000757177589,11548.0,31008.0,0.93663,36.0,56.39
2606804,-34.96031562990644,-7.817517080276417,306.879,151.0,381.0,6.0,1.0,3582882000.0,0.0,22.23606461150801,40513.0,114954.0,0.8989,34.0,40.52
2921906,-41.47494309621586,-13.064968369534808,2462.689,0.0,0.0,0.0,0.0,560968000.0,0.0,0.0,4226.0,12073.0,0.84753,33.0,44.71
2906105,-44.203564246282326,-13.096591106977176,460.388,0.0,0.0,0.0,0.0,95084000.0,0.0,0.0,3307.0,10209.0,0.77638,33.0,55.5
2100600,-46.58200723788735,-5.278124767203403,7441.771,0.0,0.0,0.0,0.0,435132000.0,0.0,0.0,10849.0,37039.0,0.80396,24.0,23.37
4103479,-53.56198912139178,-23.93941197227381,335.728,0.0,0.0,0.0,0.0,138966000.0,0.0,0.0,1730.0,4464.0,0.86945,40.0,89.05
1400472,-61.01132328924437,0.0376402915757374,33579.445,21.0,54.0,4.0,1.0,828529000.0,43.80081934590097,235.8019014685949,10064.0,32559.0,0.90498,27.0,20.21
2615102,-36.63121290182199,-9.077228696679713,151.625,0.0,0.0,0.0,0.0,76191000.0,0.0,0.0,2153.0,6505.0,0.7201,32.0,49.09
2508802,-37.53010990190038,-6.883697489776068,172.01,8.0,21.0,1.0,1.0,68216000.0,0.0,10.284408787086257,2053.0,5998.0,0.77421,35.0,63.86
5202809,-49.76678984012531,-16.492866561779888,170.228,0.0,0.0,0.0,0.0,86600000.0,0.0,0.0,1117.0,2868.0,0.88409,41.0,99.35
5218508,-50.52915802891767,-18.437411436435617,3786.026,0.0,0.0,0.0,0.0,2849824000.0,0.0,0.0,17985.0,48155.0,0.93327,35.0,56.25
4315354,-53.11688152133726,-28.75691446848268,223.072,0.0,0.0,0.0,0.0,161878000.0,0.0,0.0,1518.0,3898.0,0.97579,41.0,108.96
3534500,-50.25736317866437,-22.29534673352544,222.13,0.0,0.0,0.0,0.0,104638000.0,0.0,0.0,960.0,2470.0,0.94174,44.0,131.3
3305604,-42.41333596296501,-22.56755576852571,937.755,40.0,85.0,4.0,1.0,646129000.0,0.0,37.328826882643085,7887.0,21303.0,0.90433,36.0,59.01
3501806,-49.768006324842816,-20.28938159752967,252.876,0.0,0.0,0.0,0.0,141692000.0,0.0,0.0,2361.0,5868.0,0.95453,41.0,109.11
3126802,-41.510665297225366,-18.13967092107636,626.672,0.0,0.0,0.0,0.0,77423000.0,0.0,0.0,2011.0,5640.0,0.80444,35.0,60.8
1400456,-60.83900976892041,4.168305537074577,8019.088,4.0,9.0,0.0,0.0,393278000.0,56.60429317114504,68.44663814218949,3958.0,17365.0,0.9423,21.0,9.52
3542800,-49.03655309015418,-24.60732083756488,335.759,0.0,0.0,0.0,0.0,56194000.0,0.0,0.1029782228026553,1163.0,3130.0,0.91176,37.0,74.84
2606903,-37.40273847174279,-7.845743252481681,836.046,0.0,0.0,0.0,0.0,117173000.0,0.0,0.0,4054.0,11064.0,0.78724,36.0,67.19
3159506,-41.388677395401615,-19.412784111125028,485.081,0.0,0.0,0.0,0.0,294767000.0,0.0,0.0,2203.0,5826.0,0.86728,38.0,70.85
2313252,-39.73777660701357,-6.730170177817986,412.719,0.0,0.0,0.0,0.0,88539000.0,0.0,0.0,2661.0,7514.0,0.73313,35.0,74.07
4127858,-53.22471917783327,-25.43841352724481,506.963,0.0,0.0,0.0,0.0,454472000.0,0.0,0.0,4098.0,11128.0,0.90166,36.0,61.38
3167806,-45.027608189811176,-22.026954929534,196.866,0.0,0.0,0.0,0.0,95263000.0,0.0,0.8370583883069197,2121.0,5608.0,0.94252,40.0,87.51
3526308,-45.20669342232629,-23.085572166259485,254.454,0.0,0.0,0.0,0.0,83002000.0,0.0,0.0,2079.0,4991.0,0.93867,43.0,114.96
2929404,-39.423333739804285,-13.054139091756634,230.906,4.0,8.0,0.0,0.0,168437000.0,0.0,3.010957835416489,3816.0,10333.0,0.8184,36.0,66.4
2500601,-34.933329565459964,-7.348628326525714,183.974,34.0,71.0,1.0,1.0,3639169000.0,0.0,15.44185819973768,7140.0,21658.0,0.82422,30.0,29.64
4103453,-53.364064751127486,-24.69155850211344,275.17,0.0,0.0,0.0,0.0,2410673000.0,0.0,0.0,6776.0,18994.0,0.95172,33.0,39.82
3509957,-45.04136294209319,-22.730066945156683,53.261,15.0,32.0,2.0,1.0,131852000.0,0.0,5.667759333430078,1575.0,4913.0,0.95857,33.0,41.54
1707108,-49.35486930563854,-9.695177756006457,2358.282,0.0,0.0,0.0,0.0,481319000.0,0.0,0.0,2533.0,7011.0,0.89688,35.0,52.57
5218607,-49.53167405511225,-15.34075600652393,268.291,22.0,68.0,1.0,1.0,377773000.0,0.0,32.395458563021045,4473.0,12071.0,0.94435,36.0,63.33
3143005,-46.326392176132735,-21.314748908149173,421.283,0.0,0.0,0.0,0.0,403025000.0,0.0,0.0,4888.0,12983.0,0.93096,39.0,92.01
4315453,-52.065260187466414,-29.123289159866268,108.188,0.0,0.0,0.0,0.0,62683000.0,0.0,0.0,695.0,1783.0,0.96532,50.0,228.57
3118601,-44.08399926529034,-19.887171360791303,194.732,276.0,638.0,13.0,1.0,42596067000.0,0.0,36.55551125517778,228783.0,619131.0,0.97285,36.0,59.66
4209854,-52.052475796148975,-27.031490763250293,190.171,0.0,0.0,0.0,0.0,162696000.0,0.0,0.0,1637.0,4525.0,0.95528,40.0,90.03
3151305,-43.029699263701154,-21.263782514081317,144.289,0.0,0.0,0.0,0.0,209329000.0,0.0,0.0,4318.0,11572.0,0.94378,39.0,92.38
4119657,-51.572494064535945,-23.209099763525614,123.081,0.0,0.0,0.0,0.0,154662000.0,0.0,0.0,1099.0,3042.0,0.92195,37.0,66.38
